Date,Open,High,Low,Close,Adj Close,Volume
2019-06-24,10674.669922,10914.030273,10663.700195,10881.849609,10881.849609,6435932300
2019-07-01,10912.429688,11042.559570,10831.849609,10895.099609,10895.099609,8039494800
2019-07-08,10801.200195,10858.919922,10632.410156,10788.339844,10788.339844,8137417900
2019-07-15,10737.879883,10947.000000,10641.879883,10909.410156,10909.410156,7885710600
2019-07-22,10864.580078,10942.139648,10757.530273,10853.169922,10853.169922,7778178100
2019-07-29,10808.040039,10880.349609,10324.019531,10348.629883,10348.629883,10589144400
2019-08-05,10191.549805,10200.580078,9832.700195,9993.839844,9993.839844,13757701200
2019-08-12,9996.219727,10091.799805,9731.889648,9964.299805,9964.299805,12186640500
2019-08-19,10052.030273,10219.509766,10050.589844,10194.730469,10194.730469,11786233700
2019-08-26,9903.429688,10137.030273,9850.349609,10083.200195,10083.200195,13269914700
2019-09-02,10054.809570,10467.400391,10018.269531,10430.669922,10430.669922,10967054600
2019-09-09,10459.690430,10700.980469,10392.490234,10687.750000,10687.750000,10334214500
2019-09-16,10619.080078,10635.639648,10348.820313,10375.650391,10375.650391,10765699100
2019-09-23,10390.759766,10397.870117,10108.769531,10148.769531,10148.769531,8247542400
2019-09-30,10089.730469,10255.049805,10061.589844,10147.330078,10147.330078,5888508900
2019-10-07,10147.330078,10469.219727,10126.589844,10452.580078,10452.580078,8181629600
2019-10-14,10494.540039,10652.480469,10444.129883,10540.040039,10540.040039,11054599900
2019-10-21,10530.000000,10583.410156,10425.839844,10466.299805,10466.299805,8265582300
2019-10-28,10520.259766,10640.349609,10448.709961,10622.500000,10622.500000,10573726000
2019-11-04,10709.059570,10960.809570,10709.059570,10882.299805,10882.299805,10580289800
2019-11-11,10780.240234,10780.240234,10373.889648,10424.799805,10424.799805,9926669700
2019-11-18,10475.559570,10704.650391,10401.230469,10506.169922,10506.169922,8639553000
2019-11-25,10579.940430,10727.919922,10282.660156,10301.820313,10301.820313,10382663400
2019-12-02,10354.410156,10433.360352,10232.469727,10407.179688,10407.179688,9578321500
2019-12-09,10411.650391,10843.299805,10344.049805,10838.110352,10838.110352,9868077900
2019-12-16,10782.000000,11063.089844,10760.240234,11030.230469,11030.230469,10106802500
2019-12-23,11064.860352,11204.139648,11009.190430,11194.549805,11194.549805,3969525300
2019-12-30,11204.040039,11428.389648,11147.400391,11253.549805,11253.549805,7277509000
2020-01-06,11210.440430,11312.750000,11023.269531,11267.480469,11267.480469,10659254400
2020-01-13,11327.870117,11475.320313,11258.269531,11419.910156,11419.910156,11261120200
2020-01-20,11502.469727,11502.469727,10866.509766,10976.190430,10976.190430,10266299900
2020-01-27,10615.879883,10710.879883,10230.410156,10240.509766,10240.509766,8268121500
2020-02-03,10194.820313,10820.990234,10188.990234,10705.169922,10705.169922,15686711000
2020-02-10,10566.740234,10927.240234,10543.150391,10863.450195,10863.450195,11581622200
2020-02-17,10842.500000,11005.490234,10755.330078,10790.839844,10790.839844,8972559200
2020-02-24,10699.080078,10699.080078,10239.790039,10302.360352,10302.360352,13949845600
2020-03-02,10315.919922,10747.150391,10315.919922,10456.929688,10456.929688,16905857600
2020-03-09,10018.379883,10247.530273,9006.099609,9650.150391,9650.150391,25395498200
2020-03-16,9372.169922,9464.540039,8290.339844,9118.669922,9118.669922,29587691600
2020-03-23,8669.549805,9637.959961,8669.549805,9504.919922,9504.919922,15524053400
2020-03-30,9315.230469,9636.929688,9266.849609,9491.099609,9491.099609,15957551300
2020-04-06,9631.080078,9853.849609,9466.679688,9811.120117,9811.120117,10805314900
2020-04-13,9839.150391,9926.219727,9627.780273,9815.200195,9815.200195,10996556500
2020-04-20,9815.620117,9886.980469,9516.719727,9656.190430,9656.190430,10818258300
2020-04-27,9750.040039,10108.320313,9739.110352,10040.870117,10040.870117,6241919700
2020-05-04,9716.339844,9892.990234,9580.440430,9868.339844,9868.339844,8300026600
2020-05-11,9971.330078,10076.290039,9612.530273,9674.570313,9674.570313,10118343500
2020-05-18,9662.549805,9975.219727,9364.259766,9426.780273,9426.780273,13836600000
2020-05-25,9400.990234,9659.940430,9306.509766,9561.030273,9561.030273,14338001300
2020-06-01,9781.080078,10081.740234,9768.599609,10066.250000,10066.250000,13545113100
2020-06-08,10155.299805,10224.169922,9743.480469,9832.530273,9832.530273,13059050900
2020-06-15,9723.089844,10034.509766,9612.070313,9974.589844,9974.589844,12188587300
2020-06-22,9900.120117,10056.610352,9736.919922,9936.660156,9936.660156,6316760900
2020-06-26,9879.969727,9921.129883,9850.370117,9853.179688,9853.179688,0
