"Date","Open","High","Low","Close"
"05 Mar 2020","2098.64","2098.70","2095.06","2096.50"
"04 Mar 2020","2082.76","2099.26","2082.76","2098.27"
"03 Mar 2020","2082.52","2082.52","2079.23","2082.38"
"02 Mar 2020","2079.44","2083.99","2079.44","2082.14"
"28 Feb 2020","2076.98","2078.97","2073.89","2077.94"
"27 Feb 2020","2081.15","2083.02","2077.25","2076.60"
"26 Feb 2020","2077.35","2082.75","2077.35","2080.77"
"25 Feb 2020","2077.82","2079.60","2075.22","2076.98"
"24 Feb 2020","2070.75","2080.36","2070.75","2077.45"
"20 Feb 2020","2073.75","2074.96","2072.41","2069.26"
"19 Feb 2020","2073.75","2073.75","2073.75","2073.37"
"18 Feb 2020","2073.83","2074.78","2071.68","2073.00"
"17 Feb 2020","2075.85","2078.13","2073.10","2073.45"
"14 Feb 2020","2066.82","2069.61","2058.61","2074.73"
"13 Feb 2020","2059.36","2065.75","2058.38","2066.45"
"12 Feb 2020","2059.71","2060.13","2058.14","2058.99"
"11 Feb 2020","2061.61","2063.22","2058.70","2059.34"
"10 Feb 2020","2061.10","2063.49","2060.38","2061.24"
"07 Feb 2020","2057.88","2064.20","2057.88","2059.98"
"06 Feb 2020","2048.21","2056.61","2047.57","2057.51"
"05 Feb 2020","2048.35","2049.31","2046.66","2047.84"
"04 Feb 2020","2047.39","2049.84","2047.19","2047.97"
"03 Feb 2020","2030.95","2046.22","2030.95","2047.01"
"01 Feb 2020","2030.95","2030.95","2030.95","2030.20"
"31 Jan 2020","2033.85","2033.85","2029.58","2029.82"
"30 Jan 2020","2033.19","2035.09","2033.14","2033.47"
"29 Jan 2020","2033.70","2034.02","2031.72","2033.20"
"28 Jan 2020","2036.54","2036.72","2032.67","2033.32"
"27 Jan 2020","2033.43","2036.31","2033.43","2036.16"
"24 Jan 2020","2029.69","2031.87","2029.23","2032.29"
"23 Jan 2020","2023.98","2026.83","2023.98","2029.31"
"22 Jan 2020","2024.74","2025.39","2023.23","2023.60"
"21 Jan 2020","2023.38","2026.71","2023.38","2024.36"
"20 Jan 2020","2024.22","2024.60","2023.07","2023.01"
"17 Jan 2020","2021.72","2024.81","2020.46","2023.08"
"16 Jan 2020","2018.78","2021.41","2017.48","2021.34"
"15 Jan 2020","2014.10","2017.76","2013.98","2018.40"
"14 Jan 2020","2022.63","2022.63","2012.33","2013.72"
"13 Jan 2020","2023.30","2023.51","2019.63","2022.25"
"10 Jan 2020","2030.08","2030.08","2022.19","2022.17"
"09 Jan 2020","2025.46","2029.65","2025.46","2029.70"
"08 Jan 2020","2025.95","2027.07","2023.98","2025.09"
"07 Jan 2020","2023.21","2026.38","2023.21","2025.58"
"06 Jan 2020","2033.93","2033.93","2026.82","2022.83"
"03 Jan 2020","2034.57","2035.72","2033.63","2032.80"
"02 Jan 2020","2033.45","2034.56","2032.16","2034.20"
"01 Jan 2020","2024.45","2032.38","2024.45","2033.08"
"31 Dec 2019","2025.33","2026.09","2023.09","2024.08"
"30 Dec 2019","2027.85","2028.01","2026.76","2024.95"
"27 Dec 2019","2022.80","2029.48","2022.80","2027.11"
"26 Dec 2019","2021.46","2022.31","2018.88","2022.43"
"24 Dec 2019","2022.40","2023.30","2019.17","2020.71"
"23 Dec 2019","2017.78","2020.90","2017.78","2022.02"
"20 Dec 2019","1998.00","2022.28","1998.00","2016.65"
"19 Dec 2019","2000.89","2001.37","1996.75","1997.62"
"18 Dec 2019","1996.01","2000.04","1994.94","2000.51"
"16 Dec 2019","1990.44","1992.13","1989.91","1989.01"
"13 Dec 2019","1991.01","1991.01","1986.30","1989.31"
"12 Dec 2019","1992.98","1994.70","1989.36","1990.64"
"06 Dec 2019","2007.30","2007.72","2001.28","2000.11"
"02 Dec 2019","2026.82","2027.74","2024.46","2024.22"
"29 Nov 2019","2027.89","2027.97","2025.39","2025.70"
"28 Nov 2019","2025.62","2027.73","2025.60","2027.51"
"27 Nov 2019","2025.06","2025.08","2023.01","2025.25"
"26 Nov 2019","2026.44","2026.80","2024.57","2024.68"
"25 Nov 2019","2022.72","2026.48","2022.72","2026.06"
"22 Nov 2019","2021.56","2023.09","2020.58","2021.60"
"21 Nov 2019","2026.07","2027.93","2022.28","2021.18"
"20 Nov 2019","2023.26","2025.12","2023.26","2025.69"
"19 Nov 2019","2020.85","2022.43","2020.85","2022.88"
"18 Nov 2019","2015.64","2020.55","2014.94","2020.47"
"15 Nov 2019","2013.10","2014.91","2013.04","2014.51"
"14 Nov 2019","2010.60","2013.68","2010.60","2012.72"
"13 Nov 2019","2004.26","2010.66","2004.26","2010.22"
"11 Nov 2019","2006.21","2006.54","2003.53","2003.51"
"08 Nov 2019","2009.69","2009.69","2005.13","2005.08"
"07 Nov 2019","2012.41","2013.26","2010.46","2009.31"
"06 Nov 2019","2009.55","2012.54","2009.18","2012.03"
"05 Nov 2019","2013.40","2013.40","2008.03","2009.17"
"04 Nov 2019","2015.52","2015.52","2013.95","2013.03"
"31 Oct 2019","2011.10","2012.58","2011.10","2014.41"
"30 Oct 2019","2008.63","2011.15","2008.63","2010.72"
"29 Oct 2019","2009.43","2009.43","2007.29","2008.63"
"27 Oct 2019","2009.43","2009.43","2009.43","2008.68"
"25 Oct 2019","2007.36","2009.28","2006.81","2007.93"
"24 Oct 2019","2007.51","2007.51","2004.88","2006.98"
"23 Oct 2019","2004.60","2007.13","2004.60","2007.13"
"22 Oct 2019","2004.67","2004.71","2003.50","2004.22"
"18 Oct 2019","2003.20","2004.22","2002.88","2003.17"
"17 Oct 2019","2008.13","2009.84","2001.41","2002.83"
"16 Oct 2019","2006.48","2008.99","2005.65","2007.75"
"15 Oct 2019","2005.48","2006.66","2003.82","2006.10"
"14 Oct 2019","1999.35","2004.93","1998.61","2005.10"
"11 Oct 2019","2004.14","2004.14","1999.01","1998.23"
"10 Oct 2019","2006.73","2006.73","2003.04","2003.76"
"09 Oct 2019","2004.78","2008.98","2004.78","2006.35"
"07 Oct 2019","2005.19","2006.57","2003.19","2004.03"
"04 Oct 2019","2012.87","2016.41","2008.24","2004.07"
"03 Oct 2019","2004.98","2013.60","2004.98","2012.49"
"01 Oct 2019","1996.24","2004.42","1996.14","2004.23"
"30 Sep 2019","1991.85","1997.74","1991.85","1995.86"
"27 Sep 2019","1991.71","1991.99","1988.39","1990.72"
"26 Sep 2019","1986.37","1992.61","1985.35","1991.34"
"25 Sep 2019","1984.68","1988.08","1984.59","1985.99"
"24 Sep 2019","1988.85","1990.00","1984.13","1984.30"
"19 Sep 2019","2004.91","2010.93","2004.91","2003.16"
"18 Sep 2019","1991.54","2006.38","1991.54","2004.53"
"17 Sep 2019","1993.29","1994.15","1989.98","1991.16"
"16 Sep 2019","2002.35","2002.35","1992.99","1992.91"
"13 Sep 2019","1999.96","2003.92","1997.11","2001.23"
"12 Sep 2019","1997.59","2001.49","1995.26","1999.58"
"11 Sep 2019","2010.47","2010.47","1999.58","1997.21"
"09 Sep 2019","2007.22","2011.02","2006.16","2009.72"
"06 Sep 2019","2008.48","2008.55","2006.36","2006.10"
"05 Sep 2019","2010.31","2010.31","2006.47","2008.10"
"04 Sep 2019","2011.90","2015.18","2011.87","2009.93"
"03 Sep 2019","2005.83","2011.51","2005.83","2011.53"
"30 Aug 2019","2006.63","2006.63","2003.13","2004.36"
"29 Aug 2019","2004.60","2005.30","1998.90","2006.64"
"28 Aug 2019","2009.09","2010.85","2003.33","2004.22"
"27 Aug 2019","2014.71","2021.41","2010.37","2008.71"
"26 Aug 2019","2002.70","2010.44","2002.70","2014.34"
"23 Aug 2019","2002.38","2002.79","2000.64","2001.59"
"22 Aug 2019","1999.79","2004.30","1998.37","2002.00"
"21 Aug 2019","1995.67","2002.11","1995.67","1999.41"
"20 Aug 2019","1993.80","1995.74","1990.85","1995.30"
"19 Aug 2019","1999.83","1999.83","1992.79","1993.42"
"16 Aug 2019","1987.33","1999.42","1987.33","1998.72"
"14 Aug 2019","2000.63","2000.63","1986.56","1986.58"
"13 Aug 2019","2004.99","2005.86","1998.75","2000.26"
"09 Aug 2019","2015.91","2016.17","2001.43","2003.53"
"08 Aug 2019","2015.96","2021.09","2015.29","2015.53"
"07 Aug 2019","2016.39","2021.78","2013.03","2015.59"
"06 Aug 2019","2009.13","2017.02","2009.13","2016.01"
"05 Aug 2019","2013.64","2013.85","2007.24","2008.75"
"02 Aug 2019","2005.23","2016.04","2005.23","2012.54"
"01 Aug 2019","2010.38","2010.38","2003.52","2004.86"
"30 Jul 2019","2003.69","2006.43","2001.14","2006.28"
"29 Jul 2019","1992.81","2003.01","1992.81","2002.58"
"26 Jul 2019","1994.37","1994.81","1990.20","1991.70"
"25 Jul 2019","2004.18","2005.08","1992.24","1993.99"
"24 Jul 2019","2002.60","2005.41","2002.03","2003.79"
"23 Jul 2019","2008.67","2009.67","2005.55","2002.21"
"22 Jul 2019","2016.42","2016.42","2007.73","2008.28"
"19 Jul 2019","2012.45","2015.51","2012.45","2015.32"
"18 Jul 2019","2016.46","2019.11","2010.69","2012.07"
"17 Jul 2019","2020.41","2026.27","2011.63","2016.08"
"16 Jul 2019","2009.49","2020.88","2009.49","2020.03"
"15 Jul 2019","2002.47","2008.15","2002.47","2009.11"
"12 Jul 2019","2000.82","2004.84","1997.27","2001.37"
"11 Jul 2019","1994.13","1998.24","1992.68","2000.44"
"10 Jul 2019","1988.14","1995.43","1986.20","1993.75"
"09 Jul 2019","1990.29","1990.82","1985.49","1987.76"
"08 Jul 2019","1972.68","1986.20","1971.82","1989.92"
"05 Jul 2019","1965.35","1982.78","1964.29","1971.57"
"04 Jul 2019","1955.45","1962.36","1954.05","1964.97"
"03 Jul 2019","1954.00","1958.39","1954.00","1955.08"
"02 Jul 2019","1948.75","1953.65","1948.75","1953.62"
"01 Jul 2019","1950.57","1950.57","1945.87","1948.37"
"28 Jun 2019","1944.60","1947.48","1944.60","1949.45"
"27 Jun 2019","1940.06","1945.39","1938.61","1944.22"
"26 Jun 2019","1945.37","1945.37","1940.35","1939.69"
"25 Jun 2019","1948.65","1949.58","1944.60","1945.00"
"24 Jun 2019","1946.70","1952.65","1945.15","1948.28"
"21 Jun 2019","1954.57","1954.57","1945.13","1945.58"
"20 Jun 2019","1948.72","1959.05","1948.72","1954.19"
"19 Jun 2019","1950.34","1950.34","1946.55","1948.34"
"18 Jun 2019","1934.07","1948.28","1934.07","1949.97"
"17 Jun 2019","1933.19","1934.07","1930.63","1933.70"
"14 Jun 2019","1920.65","1930.38","1920.65","1932.07"
"13 Jun 2019","1919.34","1924.02","1919.34","1920.28"
"12 Jun 2019","1917.06","1920.70","1917.06","1918.97"
"11 Jun 2019","1911.82","1915.54","1910.60","1916.69"
"10 Jun 2019","1922.77","1922.88","1914.30","1911.45"
"07 Jun 2019","1924.38","1924.58","1919.07","1921.65"
"06 Jun 2019","1914.99","1929.75","1914.99","1924.01"
"04 Jun 2019","1918.97","1919.31","1915.59","1914.24"
"03 Jun 2019","1913.35","1921.44","1913.35","1918.60"
"31 May 2019","1900.67","1911.97","1900.67","1912.22"
"30 May 2019","1900.81","1900.81","1899.16","1900.30"
"29 May 2019","1896.50","1900.46","1896.50","1900.82"
"28 May 2019","1893.60","1898.00","1892.03","1896.13"
"27 May 2019","1885.83","1893.55","1885.83","1893.23"
"24 May 2019","1882.33","1887.24","1882.33","1884.70"
"23 May 2019","1880.05","1886.13","1880.05","1881.96"
"22 May 2019","1877.00","1878.54","1876.22","1879.67"
"21 May 2019","1877.28","1877.48","1875.82","1876.63"
"20 May 2019","1868.66","1874.79","1868.66","1876.91"
"17 May 2019","1867.71","1868.61","1866.48","1867.52"
"16 May 2019","1867.19","1867.59","1865.63","1867.34"
"15 May 2019","1868.11","1868.98","1867.12","1866.82"
"14 May 2019","1864.85","1869.61","1864.85","1867.74"
"13 May 2019","1861.34","1862.80","1860.96","1864.48"
"10 May 2019","1861.74","1861.74","1859.89","1860.20"
"09 May 2019","1862.95","1863.65","1861.22","1861.36"
"08 May 2019","1861.10","1862.70","1860.35","1862.58"
"07 May 2019","1858.74","1860.79","1856.77","1860.73"
"06 May 2019","1857.85","1860.08","1857.35","1858.36"
"03 May 2019","1856.04","1858.11","1856.04","1856.71"
"02 May 2019","1852.17","1854.50","1852.17","1855.67"
"30 Apr 2019","1852.72","1854.88","1851.30","1851.41"
"26 Apr 2019","1845.94","1850.28","1845.94","1851.20"
"25 Apr 2019","1848.30","1848.30","1843.74","1845.56"
"24 Apr 2019","1841.14","1846.99","1841.14","1847.93"
"23 Apr 2019","1840.86","1841.89","1839.28","1840.77"
"22 Apr 2019","1845.66","1845.66","1839.99","1840.49"
"18 Apr 2019","1847.91","1847.91","1844.86","1844.14"
"16 Apr 2019","1846.94","1848.04","1846.18","1847.16"
"15 Apr 2019","1844.12","1845.75","1844.01","1846.57"
"12 Apr 2019","1847.89","1847.89","1844.40","1842.98"
"11 Apr 2019","1848.81","1848.81","1847.46","1847.52"
"10 Apr 2019","1846.33","1848.03","1846.24","1848.44"
"09 Apr 2019","1842.11","1844.79","1840.98","1845.96"
"08 Apr 2019","1848.86","1848.86","1843.33","1841.74"
"05 Apr 2019","1848.13","1851.33","1848.13","1847.73"
"04 Apr 2019","1857.43","1862.31","1848.37","1847.76"
"03 Apr 2019","1857.40","1859.98","1856.54","1857.06"
"02 Apr 2019","1849.90","1856.88","1848.95","1857.03"
"01 Apr 2019","1849.90","1849.90","1849.90","1849.53"
"29 Mar 2019","1850.95","1852.38","1849.38","1851.75"
"28 Mar 2019","1848.44","1852.01","1848.44","1850.58"
"27 Mar 2019","1847.77","1848.15","1846.30","1848.07"
"26 Mar 2019","1848.48","1848.78","1847.08","1847.40"
"25 Mar 2019","1845.24","1849.58","1845.24","1848.11"
"22 Mar 2019","1841.12","1845.67","1841.12","1844.11"
"20 Mar 2019","1838.40","1840.49","1837.89","1840.38"
"19 Mar 2019","1843.89","1843.96","1838.57","1838.03"
"18 Mar 2019","1841.78","1846.35","1841.78","1843.52"
"15 Mar 2019","1835.54","1839.88","1835.13","1840.66"
"14 Mar 2019","1835.17","1836.50","1832.79","1835.18"
"13 Mar 2019","1838.04","1838.04","1835.74","1834.81"
"12 Mar 2019","1838.34","1839.72","1836.81","1837.68"
"11 Mar 2019","1836.35","1838.53","1835.75","1837.97"
"08 Mar 2019","1829.34","1832.46","1829.34","1835.22"
"07 Mar 2019","1829.31","1830.12","1828.89","1828.97"
"06 Mar 2019","1831.14","1831.73","1829.15","1828.95"
"05 Mar 2019","1830.81","1832.62","1830.79","1830.77"
"01 Mar 2019","1825.62","1829.87","1825.62","1829.30"
