Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,9242.794922,9461.595703,9202.534180,9316.764648,9316.764648,565210538367
2020-01-02,9318.048828,9334.075195,9058.295898,9090.780273,9090.780273,573137797677
2020-01-03,9090.856445,9655.730469,9077.050781,9628.295898,9628.295898,751828899741
2020-01-04,9628.067383,9763.279297,9547.123047,9692.712891,9692.712891,533249138907
2020-01-05,9692.908203,10004.584961,9691.367188,9779.718750,9779.718750,540141680660
2020-01-06,9781.783203,10362.300781,9770.081055,10360.575195,10360.575195,652901870514
2020-01-07,10361.137695,10435.270508,10110.493164,10330.359375,10330.359375,666262594869
2020-01-08,10326.316406,10490.405273,9878.833984,10092.456055,10092.456055,670685979343
2020-01-09,10085.142578,10066.708008,9699.507813,9894.784180,9894.784180,548019930068
2020-01-10,9893.918945,10234.582031,9620.728516,10220.132813,10220.132813,644940187050
2020-01-11,10180.755859,10394.357422,10091.146484,10142.177734,10142.177734,662218103674
2020-01-12,10149.659180,10370.847656,10126.864258,10351.550781,10351.550781,605178454021
2020-01-13,10376.118164,10382.383789,10107.666016,10200.989258,10200.989258,592604240044
2020-01-14,10202.718750,11881.093750,10207.734375,11758.784180,11758.784180,1184153006264
2020-01-15,11743.142578,12053.184570,11394.316406,11756.499023,11756.499023,1073144338498
2020-01-16,11763.722656,11853.711914,11332.293945,11664.462891,11664.462891,974588889172
2020-01-17,11671.443359,12295.476563,11564.181641,12132.839844,12132.839844,1065448892550
2020-01-18,12130.549805,12683.345703,11849.308594,12458.625977,12458.625977,1060635712398
2020-01-19,12465.867188,12593.212891,11629.027344,11862.989258,11862.989258,974317363564
2020-01-20,11858.321289,12013.666992,11531.792969,11871.990234,11871.990234,791690679280
2020-01-21,11867.725586,12094.202148,11803.047852,12079.043945,12079.043945,696807321010
2020-01-22,12072.736328,12160.360352,11859.249023,11967.330078,11967.330078,654907180023
2020-01-23,11967.440430,12005.877930,11434.023438,11621.854492,11621.854492,741618885144
2020-01-24,11619.772461,11719.453125,11180.253906,11629.707031,11629.707031,760163724452
2020-01-25,11630.855469,11642.263672,11314.541016,11503.657227,11503.657227,588931572355
2020-01-26,11496.017578,11998.626953,11432.349609,11988.412109,11988.412109,660619495680
2020-01-27,11983.543945,12355.341797,11925.083008,12213.011719,12213.011719,786269820575
2020-01-28,12209.723633,12564.692383,12163.448242,12564.692383,12564.692383,838704328685
2020-01-29,12563.093750,12753.291992,12482.839844,12482.839844,12482.839844,764818811918
2020-01-30,12473.381836,13330.663086,12336.852539,13218.297852,13218.297852,902124772923
2020-01-31,13221.620117,13256.332031,12605.045898,12881.272461,12881.272461,838584343546
2020-02-01,12877.954102,13144.773438,12851.600586,13132.503906,13132.503906,827221778850
2020-02-02,13122.390625,13805.055664,12882.256836,13485.965820,13485.965820,1004877360881
2020-02-03,13485.241211,13796.711914,13409.835938,13541.955078,13541.955078,883910673005
