,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
41,2020-03-11,196.53562299271377,-4463.187517798902,4583.704282359016,196.53562299271377,196.53562299271377,-158.02753336442962,-158.02753336442962,-158.02753336442962,-158.02753336442962,-158.02753336442962,-158.02753336442962,0.0,0.0,0.0,38.508089628284154
42,2020-03-12,208.92731697247825,-4192.686709897995,4929.358356622458,208.92731697247825,208.92731697247825,-112.7515773018813,-112.7515773018813,-112.7515773018813,-112.7515773018813,-112.7515773018813,-112.7515773018813,0.0,0.0,0.0,96.17573967059695
43,2020-03-13,221.47545884241416,-4448.903340731243,4586.294362369979,221.47545884241416,221.47545884241416,-246.09263879879754,-246.09263879879754,-246.09263879879754,-246.09263879879754,-246.09263879879754,-246.09263879879754,0.0,0.0,0.0,-24.61717995638338
44,2020-03-14,234.0236007123501,-4381.7927423025985,4891.913699901237,234.0236007123501,234.0236007123501,39.941077791514324,39.941077791514324,39.941077791514324,39.941077791514324,39.941077791514324,39.941077791514324,0.0,0.0,0.0,273.96467850386443
45,2020-03-15,246.57174258228596,-3903.2550657501565,5372.136270391316,246.57174258228596,246.57174258228596,626.8201420809098,626.8201420809098,626.8201420809098,626.8201420809098,626.8201420809098,626.8201420809098,0.0,0.0,0.0,873.3918846631958
46,2020-03-16,259.1198844522219,-4261.924078704156,4819.422867731066,259.1198844522219,259.1198844522219,-61.021593197441796,-61.021593197441796,-61.021593197441796,-61.021593197441796,-61.021593197441796,-61.021593197441796,0.0,0.0,0.0,198.09829125478012
47,2020-03-17,271.6680263221576,-4366.865610000754,4889.201402097489,271.6680263221576,271.6680263221576,-88.8678772067499,-88.8678772067499,-88.8678772067499,-88.8678772067499,-88.8678772067499,-88.8678772067499,0.0,0.0,0.0,182.8001491154077
48,2020-03-18,314.12374257405827,-4460.044726128346,5051.522020648025,314.12374257405827,314.12374257405827,-158.02753336411342,-158.02753336411342,-158.02753336411342,-158.02753336411342,-158.02753336411342,-158.02753336411342,0.0,0.0,0.0,156.09620920994485
49,2020-03-19,356.57945882595897,-4174.801219922877,4684.016389703973,356.57945882595897,356.57945882595897,-112.75157730121713,-112.75157730121713,-112.75157730121713,-112.75157730121713,-112.75157730121713,-112.75157730121713,0.0,0.0,0.0,243.82788152474183
50,2020-03-20,399.0351750778597,-4405.0271541138445,5093.771432096303,399.03517507785966,399.03517507785966,-246.0926388000325,-246.0926388000325,-246.0926388000325,-246.0926388000325,-246.0926388000325,-246.0926388000325,0.0,0.0,0.0,152.94253627782723
51,2020-03-21,441.4908913297604,-4228.582891643125,4936.5156721258045,441.4908913297604,441.4908913297604,39.941077791758666,39.941077791758666,39.941077791758666,39.941077791758666,39.941077791758666,39.941077791758666,0.0,0.0,0.0,481.4319691215191
52,2020-03-22,483.94660758166134,-3333.4845176234394,5364.102419507192,483.9466075816614,483.9466075816614,626.8201420809705,626.8201420809705,626.8201420809705,626.8201420809705,626.8201420809705,626.8201420809705,0.0,0.0,0.0,1110.7667496626318
53,2020-03-23,544.3326125147584,-4077.9079345721734,5013.865608247992,544.3326125147584,544.3326125147584,-61.02159319788454,-61.02159319788454,-61.02159319788454,-61.02159319788454,-61.02159319788454,-61.02159319788454,0.0,0.0,0.0,483.3110193168738
54,2020-03-24,604.718617447856,-3899.3891110777013,5383.664813929022,604.718617447856,604.718617447856,-88.86787720741043,-88.86787720741043,-88.86787720741043,-88.86787720741043,-88.86787720741043,-88.86787720741043,0.0,0.0,0.0,515.8507402404456
55,2020-03-25,665.104622380953,-4285.601198725583,5015.99866186361,665.104622380953,665.104622380953,-158.02753336530802,-158.02753336530802,-158.02753336530802,-158.02753336530802,-158.02753336530802,-158.02753336530802,0.0,0.0,0.0,507.0770890156449
56,2020-03-26,725.49062731405,-3712.79525872441,5047.3255267238565,725.49062731405,725.49062731405,-112.75157730276342,-112.75157730276342,-112.75157730276342,-112.75157730276342,-112.75157730276342,-112.75157730276342,0.0,0.0,0.0,612.7390500112866
57,2020-03-27,785.8766322471465,-4108.393715568396,5026.751807644286,785.8766322471465,785.8766322471465,-246.09263879969765,-246.09263879969765,-246.09263879969765,-246.09263879969765,-246.09263879969765,-246.09263879969765,0.0,0.0,0.0,539.7839934474489
58,2020-03-28,846.262637180243,-3793.941987997981,5415.742279974004,846.262637180243,846.262637180243,39.94107779200294,39.94107779200294,39.94107779200294,39.94107779200294,39.94107779200294,39.94107779200294,0.0,0.0,0.0,886.203714972246
59,2020-03-29,1090.604715512953,-3084.062389078707,6171.720788460871,1090.604715512953,1090.604715512953,626.8201420810311,626.8201420810311,626.8201420810311,626.8201420810311,626.8201420810311,626.8201420810311,0.0,0.0,0.0,1717.4248575939841
60,2020-03-30,1334.946793845663,-2935.183694847824,5882.268095183999,1334.946793845663,1334.946793845663,-61.021593198220266,-61.021593198220266,-61.021593198220266,-61.021593198220266,-61.021593198220266,-61.021593198220266,0.0,0.0,0.0,1273.9252006474428
61,2020-03-31,1579.288872178373,-2950.576106318133,6130.9212139155825,1579.288872178373,1579.288872178373,-88.86787720697944,-88.86787720697944,-88.86787720697944,-88.86787720697944,-88.86787720697944,-88.86787720697944,0.0,0.0,0.0,1490.4209949713934
62,2020-04-01,1823.630950511083,-3008.5297526292206,6118.465135974447,1823.630950511083,1823.630950511083,-158.02753336499177,-158.02753336499177,-158.02753336499177,-158.02753336499177,-158.02753336499177,-158.02753336499177,0.0,0.0,0.0,1665.6034171460913
63,2020-04-02,2067.973028843795,-2588.5551204375874,6520.891435947304,2067.973028843795,2067.973028843795,-112.75157730209922,-112.75157730209922,-112.75157730209922,-112.75157730209922,-112.75157730209922,-112.75157730209922,0.0,0.0,0.0,1955.2214515416958
64,2020-04-03,2572.3251659249627,-2522.8932642235723,6685.2153297767145,2572.3251659249627,2572.3251659249627,-246.09263880044423,-246.09263880044423,-246.09263880044423,-246.09263880044423,-246.09263880044423,-246.09263880044423,0.0,0.0,0.0,2326.2325271245186
65,2020-04-04,3076.6773030061263,-1195.014139615492,7633.706337340434,3076.6773030061263,3076.6773030061263,39.94107778984423,39.94107778984423,39.94107778984423,39.94107778984423,39.94107778984423,39.94107778984423,0.0,0.0,0.0,3116.6183807959706
66,2020-04-05,3581.02944008729,81.25273896390418,9134.726047126864,3581.02944008729,3581.02944008729,626.8201420808695,626.8201420808695,626.8201420808695,626.8201420808695,626.8201420808695,626.8201420808695,0.0,0.0,0.0,4207.849582168159
67,2020-04-06,4085.381577168449,-897.8263467345215,8634.533753670938,4085.381577168449,4085.381577168449,-61.021593198663,-61.021593198663,-61.021593198663,-61.021593198663,-61.021593198663,-61.021593198663,0.0,0.0,0.0,4024.359983969786
68,2020-04-07,4589.733714249613,323.9289877240823,9314.076700294683,4589.733714249613,4589.733714249613,-88.86787720710518,-88.86787720710518,-88.86787720710518,-88.86787720710518,-88.86787720710518,-88.86787720710518,0.0,0.0,0.0,4500.865837042507
69,2020-04-08,5281.36851826936,420.60762086231296,9842.460109800852,5281.368518269359,5281.368518269359,-158.0275333646755,-158.0275333646755,-158.0275333646755,-158.0275333646755,-158.0275333646755,-158.0275333646755,0.0,0.0,0.0,5123.340984904684
70,2020-04-09,5973.003322289107,1274.929842688453,10406.120036564447,5973.003322289107,5973.003322289107,-112.75157730254028,-112.75157730254028,-112.75157730254028,-112.75157730254028,-112.75157730254028,-112.75157730254028,0.0,0.0,0.0,5860.251744986566
71,2020-04-10,6664.638126308862,1630.8555754579847,11222.908882106229,6664.638126308862,6664.638126308862,-246.09263879902795,-246.09263879902795,-246.09263879902795,-246.09263879902795,-246.09263879902795,-246.09263879902795,0.0,0.0,0.0,6418.545487509835
72,2020-04-11,7356.27293032861,2229.19612312923,12330.402379653655,7356.27293032861,7356.27293032861,39.94107779093203,39.94107779093203,39.94107779093203,39.94107779093203,39.94107779093203,39.94107779093203,0.0,0.0,0.0,7396.214008119542
73,2020-04-12,8047.907734348357,4259.041476424178,13657.585969606007,8047.907734348357,8047.907734348357,626.8201420813682,626.8201420813682,626.8201420813682,626.8201420813682,626.8201420813682,626.8201420813682,0.0,0.0,0.0,8674.727876429724
74,2020-04-13,8841.061911295248,4016.443980239295,13260.098212772067,8841.061911295248,8841.061911295248,-61.02159319910579,-61.02159319910579,-61.02159319910579,-61.02159319910579,-61.02159319910579,-61.02159319910579,0.0,0.0,0.0,8780.040318096142
75,2020-04-14,9634.21608824213,5379.517826954126,14148.47472922648,9634.21608824213,9634.21608824213,-88.86787720723093,-88.86787720723093,-88.86787720723093,-88.86787720723093,-88.86787720723093,-88.86787720723093,0.0,0.0,0.0,9545.3482110349
76,2020-04-15,10427.370265189013,5635.398171538425,15008.037663169034,10427.370265189013,10427.370265189013,-158.02753336435921,-158.02753336435921,-158.02753336435921,-158.02753336435921,-158.02753336435921,-158.02753336435921,0.0,0.0,0.0,10269.342731824654
77,2020-04-16,11220.524442135895,6224.782564322198,15299.248701301389,11220.524442135895,11220.524442135895,-112.75157730193794,-112.75157730193794,-112.75157730193794,-112.75157730193794,-112.75157730193794,-112.75157730193794,0.0,0.0,0.0,11107.772864833956
78,2020-04-17,12013.678619082777,7204.2552803659,16242.366405429293,12013.678619082777,12013.678619082777,-246.09263879977462,-246.09263879977462,-246.09263879977462,-246.09263879977462,-246.09263879977462,-246.09263879977462,0.0,0.0,0.0,11767.585980283002
79,2020-04-18,12806.83279602966,8045.508947903944,17125.458622265283,12806.83279602966,12806.83279602966,39.941077790332905,39.941077790332905,39.941077790332905,39.941077790332905,39.941077790332905,39.941077790332905,0.0,0.0,0.0,12846.773873819991
80,2020-04-19,13663.38747061695,9544.982713105113,18764.313117599228,13663.38747061695,13663.38747061695,626.8201420809904,626.8201420809904,626.8201420809904,626.8201420809904,626.8201420809904,626.8201420809904,0.0,0.0,0.0,14290.207612697941
81,2020-04-20,14519.94214520424,10214.759721311337,19416.878411256945,14519.94214520424,14519.94214520424,-61.02159319949503,-61.02159319949503,-61.02159319949503,-61.02159319949503,-61.02159319949503,-61.02159319949503,0.0,0.0,0.0,14458.920552004745
82,2020-04-21,15376.496819791531,10738.023990768419,20029.792939022907,15376.496819791531,15376.496819791531,-88.8678772073347,-88.8678772073347,-88.8678772073347,-88.8678772073347,-88.8678772073347,-88.8678772073347,0.0,0.0,0.0,15287.628942584197
83,2020-04-22,16233.051494378822,11820.70238135632,20686.671296250006,16233.051494378822,16233.051494378822,-158.0275333649531,-158.0275333649531,-158.0275333649531,-158.0275333649531,-158.0275333649531,-158.0275333649531,0.0,0.0,0.0,16075.023961013869
84,2020-04-23,17089.606168966115,12062.02215992069,21707.162281964458,17089.606168966115,17089.606168966115,-112.751577302379,-112.751577302379,-112.751577302379,-112.751577302379,-112.751577302379,-112.751577302379,0.0,0.0,0.0,16976.854591663734
85,2020-04-24,18142.684514709523,13104.746384185773,22307.711991396744,18142.684514709523,18142.684514709523,-246.0926388005212,-246.0926388005212,-246.0926388005212,-246.0926388005212,-246.0926388005212,-246.0926388005212,0.0,0.0,0.0,17896.591875909002
86,2020-04-25,19195.762860452935,14667.671909238987,23789.33644323385,19195.762860452935,19195.762860452935,39.941077791420696,39.941077791420696,39.941077791420696,39.941077791420696,39.941077791420696,39.941077791420696,0.0,0.0,0.0,19235.703938244355
87,2020-04-26,20248.84120619636,16157.756136585072,25843.421147542882,20248.84120619636,20248.84120619636,626.8201420810509,626.8201420810509,626.8201420810509,626.8201420810509,626.8201420810509,626.8201420810509,0.0,0.0,0.0,20875.661348277412
88,2020-04-27,21301.91955193977,16263.666128167566,25767.7911295504,21301.91955193977,21301.91955193977,-61.021593197673475,-61.021593197673475,-61.021593197673475,-61.021593197673475,-61.021593197673475,-61.021593197673475,0.0,0.0,0.0,21240.897958742094
89,2020-04-28,22354.997897683174,17379.676012183663,27133.293810932486,22354.997897683174,22354.997897683174,-88.86787720692561,-88.86787720692561,-88.86787720692561,-88.86787720692561,-88.86787720692561,-88.86787720692561,0.0,0.0,0.0,22266.13002047625
90,2020-04-29,23840.60829599491,19231.750213707295,28405.78523843851,23840.60829599491,23840.60829599491,-158.02753336372666,-158.02753336372666,-158.02753336372666,-158.02753336372666,-158.02753336372666,-158.02753336372666,0.0,0.0,0.0,23682.580762631183
91,2020-04-30,25326.218694306644,20924.115879976307,29887.039889070034,25326.218694306644,25326.218694306644,-112.75157730171476,-112.75157730171476,-112.75157730171476,-112.75157730171476,-112.75157730171476,-112.75157730171476,0.0,0.0,0.0,25213.46711700493
92,2020-05-01,26811.82909261838,22151.643911316045,30889.567474365333,26811.82909261838,26811.82909261838,-246.09263879959315,-246.09263879959315,-246.09263879959315,-246.09263879959315,-246.09263879959315,-246.09263879959315,0.0,0.0,0.0,26565.736453818787
93,2020-05-02,28297.439490930083,23359.221371610874,32490.920551504427,28297.439490930083,28297.439490930083,39.94107778926196,39.94107778926196,39.94107778926196,39.94107778926196,39.94107778926196,39.94107778926196,0.0,0.0,0.0,28337.380568719345
94,2020-05-03,29783.049889241804,25812.731356095042,34925.40514545639,29783.049889241804,29783.049889241804,626.8201420811115,626.8201420811115,626.8201420811115,626.8201420811115,626.8201420811115,626.8201420811115,0.0,0.0,0.0,30409.870031322916
95,2020-05-04,31621.671606243053,26800.831747458607,36083.16249280786,31621.671606243053,31621.671606243053,-61.02159319806269,-61.02159319806269,-61.02159319806269,-61.02159319806269,-61.02159319806269,-61.02159319806269,0.0,0.0,0.0,31560.65001304499
96,2020-05-05,33460.293323244274,29068.702123032854,37995.10825712869,33460.293323244274,33460.293323244274,-88.86787720758613,-88.86787720758613,-88.86787720758613,-88.86787720758613,-88.86787720758613,-88.86787720758613,0.0,0.0,0.0,33371.42544603669
97,2020-05-06,35298.91504024549,30736.92752831669,39751.55509668864,35298.91504024549,35298.91504024549,-158.02753336432056,-158.02753336432056,-158.02753336432056,-158.02753336432056,-158.02753336432056,-158.02753336432056,0.0,0.0,0.0,35140.88750688117
98,2020-05-07,37137.53675724671,32151.362125928485,41692.41908252847,37137.53675724671,37137.53675724671,-112.75157730215582,-112.75157730215582,-112.75157730215582,-112.75157730215582,-112.75157730215582,-112.75157730215582,0.0,0.0,0.0,37024.78517994455
99,2020-05-08,38976.158474247924,34352.36468870544,43729.86939715472,38976.158474247924,38976.158474247924,-246.09263880033976,-246.09263880033976,-246.09263880033976,-246.09263880033976,-246.09263880033976,-246.09263880033976,0.0,0.0,0.0,38730.06583544758
100,2020-05-09,40814.78019124915,36649.189248423776,45782.623910406786,40814.78019124915,40814.78019124915,39.94107779034969,39.94107779034969,39.94107779034969,39.94107779034969,39.94107779034969,39.94107779034969,0.0,0.0,0.0,40854.721269039495
101,2020-05-10,42751.652061948094,38929.53851703071,48264.592175294914,42751.652061948094,42751.652061948094,626.8201420811721,626.8201420811721,626.8201420811721,626.8201420811721,626.8201420811721,626.8201420811721,0.0,0.0,0.0,43378.47220402927
102,2020-05-11,44688.52393264701,39942.45903562196,49107.803974824616,44688.52393264701,44688.52393264701,-61.021593198505464,-61.021593198505464,-61.021593198505464,-61.021593198505464,-61.021593198505464,-61.021593198505464,0.0,0.0,0.0,44627.5023394485
103,2020-05-12,46625.395803345964,42181.895055781184,51212.33268486015,46625.395803345964,46625.395803345964,-88.86787720717705,-88.86787720717705,-88.86787720717705,-88.86787720717705,-88.86787720717705,-88.86787720717705,0.0,0.0,0.0,46536.527926138784
104,2020-05-13,48562.26767404491,43843.14591898278,52917.91374467153,48562.26767404491,48562.26767404491,-158.02753336460506,-158.02753336460506,-158.02753336460506,-158.02753336460506,-158.02753336460506,-158.02753336460506,0.0,0.0,0.0,48404.240140680304
105,2020-05-14,50499.139544743826,45628.02033793389,54990.17011539568,50499.139544743826,50499.139544743826,-112.75157730259691,-112.75157730259691,-112.75157730259691,-112.75157730259691,-112.75157730259691,-112.75157730259691,0.0,0.0,0.0,50386.38796744123
106,2020-05-15,52765.44703823151,48017.964606461894,57060.92857627063,52765.44703823151,52765.44703823151,-246.09263880000495,-246.09263880000495,-246.09263880000495,-246.09263880000495,-246.09263880000495,-246.09263880000495,0.0,0.0,0.0,52519.354399431504
107,2020-05-16,55031.75453171916,50622.246789437966,59806.96076083186,55031.75453171917,55031.75453171917,39.94107778975063,39.94107778975063,39.94107778975063,39.94107778975063,39.94107778975063,39.94107778975063,0.0,0.0,0.0,55071.69560950891
108,2020-05-17,57298.06202520681,53459.926862237866,62493.918170306206,57298.06202520681,57298.06202520681,626.8201420807943,626.8201420807943,626.8201420807943,626.8201420807943,626.8201420807943,626.8201420807943,0.0,0.0,0.0,57924.88216728761
109,2020-05-18,59564.3695186945,54666.23065524651,63800.77254324866,59564.3695186945,59564.3695186945,-61.02159319663042,-61.02159319663042,-61.02159319663042,-61.02159319663042,-61.02159319663042,-61.02159319663042,0.0,0.0,0.0,59503.34792549787
110,2020-05-19,61830.67701218221,56989.264476672295,66463.58751985492,61830.67701218221,61830.67701218221,-88.86787720676799,-88.86787720676799,-88.86787720676799,-88.86787720676799,-88.86787720676799,-88.86787720676799,0.0,0.0,0.0,61741.80913497545
111,2020-05-20,64653.33638224635,59664.21056864647,69181.02467698131,64653.33638224635,64653.33638224635,-158.02753336428876,-158.02753336428876,-158.02753336428876,-158.02753336428876,-158.02753336428876,-158.02753336428876,0.0,0.0,0.0,64495.308848882065
