,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2020-01-30,-10.076977041476622,-217.23845642857546,236.6598961655742,-10.076977041476624,-10.076977041476624,16.671922402214065,16.671922402214065,16.671922402214065,16.671922402214065,16.671922402214065,16.671922402214065,0.0,0.0,0.0,6.594945360737443
1,2020-01-31,-9.67668239807394,-252.11920801154062,203.9819656697451,-9.67668239807394,-9.67668239807394,-9.088663910283733,-9.088663910283733,-9.088663910283733,-9.088663910283733,-9.088663910283733,-9.088663910283733,0.0,0.0,0.0,-18.76534630835767
2,2020-02-01,-9.276387754671257,-222.0010995936015,208.77510140645668,-9.276387754671257,-9.276387754671257,-10.823756808436956,-10.823756808436956,-10.823756808436956,-10.823756808436956,-10.823756808436956,-10.823756808436956,0.0,0.0,0.0,-20.100144563108213
3,2020-02-02,-8.876093111268574,-260.45559773596136,192.2100744837118,-8.876093111268574,-8.876093111268574,-22.67059402271452,-22.67059402271452,-22.67059402271452,-22.67059402271452,-22.67059402271452,-22.67059402271452,0.0,0.0,0.0,-31.546687133983095
4,2020-02-03,-8.475798467865891,-272.3305181081979,199.51982619964934,-8.475798467865891,-8.475798467865891,-28.96099430640545,-28.96099430640545,-28.96099430640545,-28.96099430640545,-28.96099430640545,-28.96099430640545,0.0,0.0,0.0,-37.43679277427134
5,2020-02-04,-8.075503824463208,-195.58582337379505,262.0206846230828,-8.075503824463208,-8.075503824463208,41.60133461666157,41.60133461666157,41.60133461666157,41.60133461666157,41.60133461666157,41.60133461666157,0.0,0.0,0.0,33.52583079219836
6,2020-02-05,-7.675210274386458,-219.4043355602023,236.159361758821,-7.675210274386458,-7.675210274386458,13.270752029060251,13.270752029060251,13.270752029060251,13.270752029060251,13.270752029060251,13.270752029060251,0.0,0.0,0.0,5.595541754673793
7,2020-02-06,-7.274916724309709,-218.11148455823778,244.3292535573604,-7.274916724309709,-7.274916724309709,16.67192240218135,16.67192240218135,16.67192240218135,16.67192240218135,16.67192240218135,16.67192240218135,0.0,0.0,0.0,9.397005677871643
8,2020-02-07,-6.87462317423296,-261.1420619581934,205.40970108087274,-6.87462317423296,-6.87462317423296,-9.088663910368082,-9.088663910368082,-9.088663910368082,-9.088663910368082,-9.088663910368082,-9.088663910368082,0.0,0.0,0.0,-15.963287084601042
9,2020-02-08,-6.474329624156209,-237.6165642487366,212.90854602348125,-6.47432962415621,-6.47432962415621,-10.823756808597429,-10.823756808597429,-10.823756808597429,-10.823756808597429,-10.823756808597429,-10.823756808597429,0.0,0.0,0.0,-17.29808643275364
10,2020-02-09,-6.0740360740794594,-264.85399098787207,198.84110069036325,-6.0740360740794594,-6.0740360740794594,-22.67059402269808,-22.67059402269808,-22.67059402269808,-22.67059402269808,-22.67059402269808,-22.67059402269808,0.0,0.0,0.0,-28.744630096777538
11,2020-02-10,-5.673741694047587,-251.9552511086954,192.98685124936466,-5.673741694047587,-5.673741694047587,-28.960994306322473,-28.960994306322473,-28.960994306322473,-28.960994306322473,-28.960994306322473,-28.960994306322473,0.0,0.0,0.0,-34.63473600037006
12,2020-02-11,-5.273447314015714,-183.3782431331409,279.93167096240376,-5.273447314015714,-5.273447314015714,41.601334616566604,41.601334616566604,41.601334616566604,41.601334616566604,41.601334616566604,41.601334616566604,0.0,0.0,0.0,36.32788730255089
13,2020-02-12,-4.873152933983841,-226.69648073207605,243.55658883662318,-4.873152933983841,-4.873152933983841,13.270752029021503,13.270752029021503,13.270752029021503,13.270752029021503,13.270752029021503,13.270752029021503,0.0,0.0,0.0,8.397599095037663
14,2020-02-13,-4.472858553951967,-211.48582502589218,231.92498735313274,-4.472858553951967,-4.472858553951967,16.6719224022275,16.6719224022275,16.6719224022275,16.6719224022275,16.6719224022275,16.6719224022275,0.0,0.0,0.0,12.199063848275534
15,2020-02-14,-4.072564173920095,-242.60422668063828,211.8998290293872,-4.072564173920095,-4.072564173920095,-9.088663910343037,-9.088663910343037,-9.088663910343037,-9.088663910343037,-9.088663910343037,-9.088663910343037,0.0,0.0,0.0,-13.161228084263133
16,2020-02-15,-3.672269793888223,-229.57438568454265,213.9262202768715,-3.6722697938882227,-3.6722697938882227,-10.823756808519219,-10.823756808519219,-10.823756808519219,-10.823756808519219,-10.823756808519219,-10.823756808519219,0.0,0.0,0.0,-14.496026602407442
17,2020-02-16,-3.271974413306537,-248.07461731083856,203.62124925658023,-3.271974413306537,-3.271974413306537,-22.670594022787267,-22.670594022787267,-22.670594022787267,-22.670594022787267,-22.670594022787267,-22.670594022787267,0.0,0.0,0.0,-25.942568436093804
18,2020-02-17,-2.8716790327248485,-240.9503721316528,181.3015144076795,-2.8716790327248485,-2.8716790327248485,-28.960994306381533,-28.960994306381533,-28.960994306381533,-28.960994306381533,-28.960994306381533,-28.960994306381533,0.0,0.0,0.0,-31.832673339106382
19,2020-02-18,-2.4713836521431616,-185.90562397239898,275.65952673554284,-2.4713836521431616,-2.4713836521431616,41.60133461657154,41.60133461657154,41.60133461657154,41.60133461657154,41.60133461657154,41.60133461657154,0.0,0.0,0.0,39.12995096442838
20,2020-02-19,-2.0710882715614756,-231.79474189227048,235.39015364945675,-2.0710882715614756,-2.0710882715614756,13.27075202904431,13.27075202904431,13.27075202904431,13.27075202904431,13.27075202904431,13.27075202904431,0.0,0.0,0.0,11.199663757482835
